std::sort Algorithm, Ascending Data, N = 2000, T[ns] = 636400
std::sort Algorithm, Descending Data, N = 2000, T[ns] = 414400
std::sort Algorithm, Constant Data, N = 2000, T[ns] = 536900
SelectionSort Algorithm, Random Uniform Data, N = 2000, T[ns] = 18542100
SelectionSort Algorithm, Ascending Data, N = 2000, T[ns] = 17896000
SelectionSort Algorithm, Descending Data, N = 2000, T[ns] = 18065500
SelectionSort Algorithm, Constant Data, N = 2000, T[ns] = 18928800
InsertionSort Algorithm, Random Uniform Data, N = 2000, T[ns] = 21188900
InsertionSort Algorithm, Ascending Data, N = 2000, T[ns] = 32900
InsertionSort Algorithm, Descending Data, N = 2000, T[ns] = 40868100
InsertionSort Algorithm, Constant Data, N = 2000, T[ns] = 31900
QuickSort Algorithm (Rightmost element as Pivot), Random Uniform Data, N = 2000, T[ns] = 2486300
QuickSort Algorithm (Rightmost element as Pivot), Ascending Data, N = 2000, T[ns] = 59181700
QuickSort Algorithm (Rightmost element as Pivot), Descending Data, N = 2000, T[ns] = 47762200
QuickSort Algorithm (Rightmost element as Pivot), Constant Data, N = 2000, T[ns] = 60021800
QuickSort Algorithm (Median of three as Pivot), Random Data, N = 2000, T[ns] = 3368300
QuickSort Algorithm (Median of three as Pivot), Ascending Data, N = 2000, T[ns] = 61642500
QuickSort Algorithm (Median of three as Pivot), Descending Data, N = 2000, T[ns] = 48892600
QuickSort Algorithm (Median of three as Pivot), Constant Data, N = 2000, T[ns] = 61008200
std::sort Algorithm, Random Uniform Data, N = 2000, T[ns] = 779400
std::sort Algorithm, Ascending Data, N = 2000, T[ns] = 423200
std::sort Algorithm, Descending Data, N = 2000, T[ns] = 363400
std::sort Algorithm, Constant Data, N = 2000, T[ns] = 493500
SelectionSort Algorithm, Random Uniform Data, N = 2000, T[ns] = 19791200
SelectionSort Algorithm, Ascending Data, N = 2000, T[ns] = 18158100
SelectionSort Algorithm, Descending Data, N = 2000, T[ns] = 19466700
SelectionSort Algorithm, Constant Data, N = 2000, T[ns] = 19827300
InsertionSort Algorithm, Random Uniform Data, N = 2000, T[ns] = 21197100
InsertionSort Algorithm, Ascending Data, N = 2000, T[ns] = 30100
InsertionSort Algorithm, Descending Data, N = 2000, T[ns] = 41118100
InsertionSort Algorithm, Constant Data, N = 2000, T[ns] = 31800
QuickSort Algorithm (Rightmost element as Pivot), Random Uniform Data, N = 2000, T[ns] = 3068600
QuickSort Algorithm (Rightmost element as Pivot), Ascending Data, N = 2000, T[ns] = 60327400
QuickSort Algorithm (Rightmost element as Pivot), Descending Data, N = 2000, T[ns] = 104909500
QuickSort Algorithm (Rightmost element as Pivot), Constant Data, N = 2000, T[ns] = 79081000
QuickSort Algorithm (Median of three as Pivot), Random Data, N = 2000, T[ns] = 3326000
QuickSort Algorithm (Median of three as Pivot), Ascending Data, N = 2000, T[ns] = 60346300
QuickSort Algorithm (Median of three as Pivot), Descending Data, N = 2000, T[ns] = 45111200
QuickSort Algorithm (Median of three as Pivot), Constant Data, N = 2000, T[ns] = 57815900
std::sort Algorithm, Random Uniform Data, N = 2000, T[ns] = 917100
std::sort Algorithm, Ascending Data, N = 2000, T[ns] = 390900
std::sort Algorithm, Descending Data, N = 2000, T[ns] = 350200
std::sort Algorithm, Constant Data, N = 2000, T[ns] = 703700
SelectionSort Algorithm, Random Uniform Data, N = 2000, T[ns] = 19237500
SelectionSort Algorithm, Ascending Data, N = 2000, T[ns] = 18051100
SelectionSort Algorithm, Descending Data, N = 2000, T[ns] = 19454300
SelectionSort Algorithm, Constant Data, N = 2000, T[ns] = 18327300
InsertionSort Algorithm, Random Uniform Data, N = 2000, T[ns] = 22216600
InsertionSort Algorithm, Ascending Data, N = 2000, T[ns] = 108200
InsertionSort Algorithm, Descending Data, N = 2000, T[ns] = 42385700
InsertionSort Algorithm, Constant Data, N = 2000, T[ns] = 40800
QuickSort Algorithm (Rightmost element as Pivot), Random Uniform Data, N = 2000, T[ns] = 2391200
QuickSort Algorithm (Rightmost element as Pivot), Ascending Data, N = 2000, T[ns] = 62499300
QuickSort Algorithm (Rightmost element as Pivot), Descending Data, N = 2000, T[ns] = 47550600
QuickSort Algorithm (Rightmost element as Pivot), Constant Data, N = 2000, T[ns] = 61426300
QuickSort Algorithm (Median of three as Pivot), Random Data, N = 2000, T[ns] = 2973500
QuickSort Algorithm (Median of three as Pivot), Ascending Data, N = 2000, T[ns] = 62788500
QuickSort Algorithm (Median of three as Pivot), Descending Data, N = 2000, T[ns] = 49836500
QuickSort Algorithm (Median of three as Pivot), Constant Data, N = 2000, T[ns] = 62752300
std::sort Algorithm, Random Uniform Data, N = 2000, T[ns] = 725800
std::sort Algorithm, Ascending Data, N = 2000, T[ns] = 481200
std::sort Algorithm, Descending Data, N = 2000, T[ns] = 361600
std::sort Algorithm, Constant Data, N = 2000, T[ns] = 523000
SelectionSort Algorithm, Random Uniform Data, N = 2500, T[ns] = 29482700
SelectionSort Algorithm, Ascending Data, N = 2500, T[ns] = 28418300
SelectionSort Algorithm, Descending Data, N = 2500, T[ns] = 28849600
SelectionSort Algorithm, Constant Data, N = 2500, T[ns] = 28534000
InsertionSort Algorithm, Random Uniform Data, N = 2500, T[ns] = 40827000
InsertionSort Algorithm, Ascending Data, N = 2500, T[ns] = 95800
InsertionSort Algorithm, Descending Data, N = 2500, T[ns] = 60305600
InsertionSort Algorithm, Constant Data, N = 2500, T[ns] = 101800
QuickSort Algorithm (Rightmost element as Pivot), Random Uniform Data, N = 2500, T[ns] = 3431800
QuickSort Algorithm (Rightmost element as Pivot), Ascending Data, N = 2500, T[ns] = 89536800
QuickSort Algorithm (Rightmost element as Pivot), Descending Data, N = 2500, T[ns] = 70797600
QuickSort Algorithm (Rightmost element as Pivot), Constant Data, N = 2500, T[ns] = 92943700
QuickSort Algorithm (Median of three as Pivot), Random Data, N = 2500, T[ns] = 3296200
QuickSort Algorithm (Median of three as Pivot), Ascending Data, N = 2500, T[ns] = 88470300
QuickSort Algorithm (Median of three as Pivot), Descending Data, N = 2500, T[ns] = 71350100
QuickSort Algorithm (Median of three as Pivot), Constant Data, N = 2500, T[ns] = 95621500
std::sort Algorithm, Random Uniform Data, N = 2500, T[ns] = 977500
std::sort Algorithm, Ascending Data, N = 2500, T[ns] = 528400
std::sort Algorithm, Descending Data, N = 2500, T[ns] = 387200
std::sort Algorithm, Constant Data, N = 2500, T[ns] = 607400
SelectionSort Algorithm, Random Uniform Data, N = 2500, T[ns] = 28219300
SelectionSort Algorithm, Ascending Data, N = 2500, T[ns] = 29579100
SelectionSort Algorithm, Descending Data, N = 2500, T[ns] = 32065000
SelectionSort Algorithm, Constant Data, N = 2500, T[ns] = 28961800
InsertionSort Algorithm, Random Uniform Data, N = 2500, T[ns] = 33131600
InsertionSort Algorithm, Ascending Data, N = 2500, T[ns] = 40300
InsertionSort Algorithm, Descending Data, N = 2500, T[ns] = 63913600
InsertionSort Algorithm, Constant Data, N = 2500, T[ns] = 90000
QuickSort Algorithm (Rightmost element as Pivot), Random Uniform Data, N = 2500, T[ns] = 6893600
QuickSort Algorithm (Rightmost element as Pivot), Ascending Data, N = 2500, T[ns] = 94757800
QuickSort Algorithm (Rightmost element as Pivot), Descending Data, N = 2500, T[ns] = 73109800
QuickSort Algorithm (Rightmost element as Pivot), Constant Data, N = 2500, T[ns] = 96820600
QuickSort Algorithm (Median of three as Pivot), Random Data, N = 2500, T[ns] = 4897600
QuickSort Algorithm (Median of three as Pivot), Ascending Data, N = 2500, T[ns] = 91366900
QuickSort Algorithm (Median of three as Pivot), Descending Data, N = 2500, T[ns] = 73066600
QuickSort Algorithm (Median of three as Pivot), Constant Data, N = 2500, T[ns] = 86789000
std::sort Algorithm, Random Uniform Data, N = 2500, T[ns] = 772800
std::sort Algorithm, Ascending Data, N = 2500, T[ns] = 812800
std::sort Algorithm, Descending Data, N = 2500, T[ns] = 487800
std::sort Algorithm, Constant Data, N = 2500, T[ns] = 798900
SelectionSort Algorithm, Random Uniform Data, N = 2500, T[ns] = 27771800
SelectionSort Algorithm, Ascending Data, N = 2500, T[ns] = 27599800
SelectionSort Algorithm, Descending Data, N = 2500, T[ns] = 28260200
SelectionSort Algorithm, Constant Data, N = 2500, T[ns] = 30010400
InsertionSort Algorithm, Random Uniform Data, N = 2500, T[ns] = 32136300
InsertionSort Algorithm, Ascending Data, N = 2500, T[ns] = 80300
InsertionSort Algorithm, Descending Data, N = 2500, T[ns] = 61855400
InsertionSort Algorithm, Constant Data, N = 2500, T[ns] = 129300
QuickSort Algorithm (Rightmost element as Pivot), Random Uniform Data, N = 2500, T[ns] = 3247400
QuickSort Algorithm (Rightmost element as Pivot), Ascending Data, N = 2500, T[ns] = 89772600
QuickSort Algorithm (Rightmost element as Pivot), Descending Data, N = 2500, T[ns] = 72426000
QuickSort Algorithm (Rightmost element as Pivot), Constant Data, N = 2500, T[ns] = 90343500
QuickSort Algorithm (Median of three as Pivot), Random Data, N = 2500, T[ns] = 35733900
QuickSort Algorithm (Median of three as Pivot), Ascending Data, N = 2500, T[ns] = 116437100
QuickSort Algorithm (Median of three as Pivot), Descending Data, N = 2500, T[ns] = 69371800
QuickSort Algorithm (Median of three as Pivot), Constant Data, N = 2500, T[ns] = 90056600
std::sort Algorithm, Random Uniform Data, N = 2500, T[ns] = 814600
std::sort Algorithm, Ascending Data, N = 2500, T[ns] = 551700
std::sort Algorithm, Descending Data, N = 2500, T[ns] = 605200
std::sort Algorithm, Constant Data, N = 2500, T[ns] = 797700
SelectionSort Algorithm, Random Uniform Data, N = 2500, T[ns] = 28726700
SelectionSort Algorithm, Ascending Data, N = 2500, T[ns] = 28275300
SelectionSort Algorithm, Descending Data, N = 2500, T[ns] = 28583100
SelectionSort Algorithm, Constant Data, N = 2500, T[ns] = 26885500
InsertionSort Algorithm, Random Uniform Data, N = 2500, T[ns] = 31425800
InsertionSort Algorithm, Ascending Data, N = 2500, T[ns] = 138200
InsertionSort Algorithm, Descending Data, N = 2500, T[ns] = 63129100
InsertionSort Algorithm, Constant Data, N = 2500, T[ns] = 36900
QuickSort Algorithm (Rightmost element as Pivot), Random Uniform Data, N = 2500, T[ns] = 4761500
QuickSort Algorithm (Rightmost element as Pivot), Ascending Data, N = 2500, T[ns] = 90148600
QuickSort Algorithm (Rightmost element as Pivot), Descending Data, N = 2500, T[ns] = 74586600
QuickSort Algorithm (Rightmost element as Pivot), Constant Data, N = 2500, T[ns] = 92268700
QuickSort Algorithm (Median of three as Pivot), Random Data, N = 2500, T[ns] = 3162700
QuickSort Algorithm (Median of three as Pivot), Ascending Data, N = 2500, T[ns] = 91365100
QuickSort Algorithm (Median of three as Pivot), Descending Data, N = 2500, T[ns] = 72237900
QuickSort Algorithm (Median of three as Pivot), Constant Data, N = 2500, T[ns] = 89509200
std::sort Algorithm, Random Uniform Data, N = 2500, T[ns] = 939200
std::sort Algorithm, Ascending Data, N = 2500, T[ns] = 664900
std::sort Algorithm, Descending Data, N = 2500, T[ns] = 439600
std::sort Algorithm, Constant Data, N = 2500, T[ns] = 587700
SelectionSort Algorithm, Random Uniform Data, N = 2500, T[ns] = 30527400
SelectionSort Algorithm, Ascending Data, N = 2500, T[ns] = 29702800
SelectionSort Algorithm, Descending Data, N = 2500, T[ns] = 30190700
SelectionSort Algorithm, Constant Data, N = 2500, T[ns] = 29104000
InsertionSort Algorithm, Random Uniform Data, N = 2500, T[ns] = 33330400
InsertionSort Algorithm, Ascending Data, N = 2500, T[ns] = 40100
InsertionSort Algorithm, Descending Data, N = 2500, T[ns] = 62598300
InsertionSort Algorithm, Constant Data, N = 2500, T[ns] = 38500
QuickSort Algorithm (Rightmost element as Pivot), Random Uniform Data, N = 2500, T[ns] = 4404700
QuickSort Algorithm (Rightmost element as Pivot), Ascending Data, N = 2500, T[ns] = 90001000
QuickSort Algorithm (Rightmost element as Pivot), Descending Data, N = 2500, T[ns] = 74582600
QuickSort Algorithm (Rightmost element as Pivot), Constant Data, N = 2500, T[ns] = 93712800
QuickSort Algorithm (Median of three as Pivot), Random Data, N = 2500, T[ns] = 3665000
QuickSort Algorithm (Median of three as Pivot), Ascending Data, N = 2500, T[ns] = 96569100
QuickSort Algorithm (Median of three as Pivot), Descending Data, N = 2500, T[ns] = 73911000
QuickSort Algorithm (Median of three as Pivot), Constant Data, N = 2500, T[ns] = 92571600
std::sort Algorithm, Random Uniform Data, N = 2500, T[ns] = 822300
std::sort Algorithm, Ascending Data, N = 2500, T[ns] = 525500
std::sort Algorithm, Descending Data, N = 2500, T[ns] = 987600
std::sort Algorithm, Constant Data, N = 2500, T[ns] = 586600
SelectionSort Algorithm, Random Uniform Data, N = 2500, T[ns] = 28104900
SelectionSort Algorithm, Ascending Data, N = 2500, T[ns] = 27583900
SelectionSort Algorithm, Descending Data, N = 2500, T[ns] = 30412100
SelectionSort Algorithm, Constant Data, N = 2500, T[ns] = 35131400
InsertionSort Algorithm, Random Uniform Data, N = 2500, T[ns] = 32205600
InsertionSort Algorithm, Ascending Data, N = 2500, T[ns] = 39600
InsertionSort Algorithm, Descending Data, N = 2500, T[ns] = 62766900
InsertionSort Algorithm, Constant Data, N = 2500, T[ns] = 38200
QuickSort Algorithm (Rightmost element as Pivot), Random Uniform Data, N = 2500, T[ns] = 5189200
QuickSort Algorithm (Rightmost element as Pivot), Ascending Data, N = 2500, T[ns] = 90293000
QuickSort Algorithm (Rightmost element as Pivot), Descending Data, N = 2500, T[ns] = 70559500
QuickSort Algorithm (Rightmost element as Pivot), Constant Data, N = 2500, T[ns] = 89758100
QuickSort Algorithm (Median of three as Pivot), Random Data, N = 2500, T[ns] = 4151400
QuickSort Algorithm (Median of three as Pivot), Ascending Data, N = 2500, T[ns] = 88119900
QuickSort Algorithm (Median of three as Pivot), Descending Data, N = 2500, T[ns] = 73122800
QuickSort Algorithm (Median of three as Pivot), Constant Data, N = 2500, T[ns] = 94267500
std::sort Algorithm, Random Uniform Data, N = 2500, T[ns] = 962800
std::sort Algorithm, Ascending Data, N = 2500, T[ns] = 511300
std::sort Algorithm, Descending Data, N = 2500, T[ns] = 517800
std::sort Algorithm, Constant Data, N = 2500, T[ns] = 582000
SelectionSort Algorithm, Random Uniform Data, N = 2500, T[ns] = 27842700
SelectionSort Algorithm, Ascending Data, N = 2500, T[ns] = 28754400
SelectionSort Algorithm, Descending Data, N = 2500, T[ns] = 30238800
SelectionSort Algorithm, Constant Data, N = 2500, T[ns] = 32300100
InsertionSort Algorithm, Random Uniform Data, N = 2500, T[ns] = 31996700
InsertionSort Algorithm, Ascending Data, N = 2500, T[ns] = 38200
InsertionSort Algorithm, Descending Data, N = 2500, T[ns] = 65410200
InsertionSort Algorithm, Constant Data, N = 2500, T[ns] = 63100
QuickSort Algorithm (Rightmost element as Pivot), Random Uniform Data, N = 2500, T[ns] = 4273000
QuickSort Algorithm (Rightmost element as Pivot), Ascending Data, N = 2500, T[ns] = 89956200
QuickSort Algorithm (Rightmost element as Pivot), Descending Data, N = 2500, T[ns] = 152968300
QuickSort Algorithm (Rightmost element as Pivot), Constant Data, N = 2500, T[ns] = 90548800
QuickSort Algorithm (Median of three as Pivot), Random Data, N = 2500, T[ns] = 3348800
QuickSort Algorithm (Median of three as Pivot), Ascending Data, N = 2500, T[ns] = 90055100
QuickSort Algorithm (Median of three as Pivot), Descending Data, N = 2500, T[ns] = 71393700
QuickSort Algorithm (Median of three as Pivot), Constant Data, N = 2500, T[ns] = 91866200
std::sort Algorithm, Random Uniform Data, N = 2500, T[ns] = 746100
std::sort Algorithm, Ascending Data, N = 2500, T[ns] = 588900
std::sort Algorithm, Descending Data, N = 2500, T[ns] = 736900
std::sort Algorithm, Constant Data, N = 2500, T[ns] = 611000
SelectionSort Algorithm, Random Uniform Data, N = 3000, T[ns] = 41044300
SelectionSort Algorithm, Ascending Data, N = 3000, T[ns] = 42397900
SelectionSort Algorithm, Descending Data, N = 3000, T[ns] = 40635900
SelectionSort Algorithm, Constant Data, N = 3000, T[ns] = 45881800
InsertionSort Algorithm, Random Uniform Data, N = 3000, T[ns] = 48300700
InsertionSort Algorithm, Ascending Data, N = 3000, T[ns] = 44700
InsertionSort Algorithm, Descending Data, N = 3000, T[ns] = 88658700
InsertionSort Algorithm, Constant Data, N = 3000, T[ns] = 76700
QuickSort Algorithm (Rightmost element as Pivot), Random Uniform Data, N = 3000, T[ns] = 4701700
QuickSort Algorithm (Rightmost element as Pivot), Ascending Data, N = 3000, T[ns] = 127279400
QuickSort Algorithm (Rightmost element as Pivot), Descending Data, N = 3000, T[ns] = 100072300
QuickSort Algorithm (Rightmost element as Pivot), Constant Data, N = 3000, T[ns] = 124285800
QuickSort Algorithm (Median of three as Pivot), Random Data, N = 3000, T[ns] = 6536000
QuickSort Algorithm (Median of three as Pivot), Ascending Data, N = 3000, T[ns] = 126185100
QuickSort Algorithm (Median of three as Pivot), Descending Data, N = 3000, T[ns] = 108251700
QuickSort Algorithm (Median of three as Pivot), Constant Data, N = 3000, T[ns] = 130860800
std::sort Algorithm, Random Uniform Data, N = 3000, T[ns] = 884700
std::sort Algorithm, Ascending Data, N = 3000, T[ns] = 652400
std::sort Algorithm, Descending Data, N = 3000, T[ns] = 1506400
std::sort Algorithm, Constant Data, N = 3000, T[ns] = 691800
SelectionSort Algorithm, Random Uniform Data, N = 3000, T[ns] = 41344600
SelectionSort Algorithm, Ascending Data, N = 3000, T[ns] = 40187100
SelectionSort Algorithm, Descending Data, N = 3000, T[ns] = 44545300
SelectionSort Algorithm, Constant Data, N = 3000, T[ns] = 39746500
InsertionSort Algorithm, Random Uniform Data, N = 3000, T[ns] = 45395000
InsertionSort Algorithm, Ascending Data, N = 3000, T[ns] = 62700
InsertionSort Algorithm, Descending Data, N = 3000, T[ns] = 92416500
InsertionSort Algorithm, Constant Data, N = 3000, T[ns] = 95100
QuickSort Algorithm (Rightmost element as Pivot), Random Uniform Data, N = 3000, T[ns] = 8069700
QuickSort Algorithm (Rightmost element as Pivot), Ascending Data, N = 3000, T[ns] = 131208900
QuickSort Algorithm (Rightmost element as Pivot), Descending Data, N = 3000, T[ns] = 98281300
QuickSort Algorithm (Rightmost element as Pivot), Constant Data, N = 3000, T[ns] = 125708200
QuickSort Algorithm (Median of three as Pivot), Random Data, N = 3000, T[ns] = 6515500
QuickSort Algorithm (Median of three as Pivot), Ascending Data, N = 3000, T[ns] = 130163500
QuickSort Algorithm (Median of three as Pivot), Descending Data, N = 3000, T[ns] = 100861900
QuickSort Algorithm (Median of three as Pivot), Constant Data, N = 3000, T[ns] = 130943100
std::sort Algorithm, Random Uniform Data, N = 3000, T[ns] = 934400
std::sort Algorithm, Ascending Data, N = 3000, T[ns] = 727700
std::sort Algorithm, Descending Data, N = 3000, T[ns] = 627700
std::sort Algorithm, Constant Data, N = 3000, T[ns] = 819600
SelectionSort Algorithm, Random Uniform Data, N = 3000, T[ns] = 44166200
SelectionSort Algorithm, Ascending Data, N = 3000, T[ns] = 39937800
SelectionSort Algorithm, Descending Data, N = 3000, T[ns] = 43096900
SelectionSort Algorithm, Constant Data, N = 3000, T[ns] = 38870300
InsertionSort Algorithm, Random Uniform Data, N = 3000, T[ns] = 47969000
InsertionSort Algorithm, Ascending Data, N = 3000, T[ns] = 96100
InsertionSort Algorithm, Descending Data, N = 3000, T[ns] = 86684100
InsertionSort Algorithm, Constant Data, N = 3000, T[ns] = 47500
QuickSort Algorithm (Rightmost element as Pivot), Random Uniform Data, N = 3000, T[ns] = 6682500
QuickSort Algorithm (Rightmost element as Pivot), Ascending Data, N = 3000, T[ns] = 127358900
QuickSort Algorithm (Rightmost element as Pivot), Descending Data, N = 3000, T[ns] = 98412800
QuickSort Algorithm (Rightmost element as Pivot), Constant Data, N = 3000, T[ns] = 127903200
QuickSort Algorithm (Median of three as Pivot), Random Data, N = 3000, T[ns] = 6158600
QuickSort Algorithm (Median of three as Pivot), Ascending Data, N = 3000, T[ns] = 130041300
QuickSort Algorithm (Median of three as Pivot), Descending Data, N = 3000, T[ns] = 100451000
QuickSort Algorithm (Median of three as Pivot), Constant Data, N = 3000, T[ns] = 131262000
std::sort Algorithm, Random Uniform Data, N = 3000, T[ns] = 941600
std::sort Algorithm, Ascending Data, N = 3000, T[ns] = 606500
std::sort Algorithm, Descending Data, N = 3000, T[ns] = 523700
std::sort Algorithm, Constant Data, N = 3000, T[ns] = 1729900
SelectionSort Algorithm, Random Uniform Data, N = 3000, T[ns] = 97036400
SelectionSort Algorithm, Ascending Data, N = 3000, T[ns] = 54162500
SelectionSort Algorithm, Descending Data, N = 3000, T[ns] = 40074700
SelectionSort Algorithm, Constant Data, N = 3000, T[ns] = 38258300
InsertionSort Algorithm, Random Uniform Data, N = 3000, T[ns] = 45970900
InsertionSort Algorithm, Ascending Data, N = 3000, T[ns] = 116800
InsertionSort Algorithm, Descending Data, N = 3000, T[ns] = 85503200
InsertionSort Algorithm, Constant Data, N = 3000, T[ns] = 231400
QuickSort Algorithm (Rightmost element as Pivot), Random Uniform Data, N = 3000, T[ns] = 6270800
QuickSort Algorithm (Rightmost element as Pivot), Ascending Data, N = 3000, T[ns] = 128852400
QuickSort Algorithm (Rightmost element as Pivot), Descending Data, N = 3000, T[ns] = 99606200
QuickSort Algorithm (Rightmost element as Pivot), Constant Data, N = 3000, T[ns] = 129810400
QuickSort Algorithm (Median of three as Pivot), Random Data, N = 3000, T[ns] = 6569700
QuickSort Algorithm (Median of three as Pivot), Ascending Data, N = 3000, T[ns] = 127867900
QuickSort Algorithm (Median of three as Pivot), Descending Data, N = 3000, T[ns] = 101528100
QuickSort Algorithm (Median of three as Pivot), Constant Data, N = 3000, T[ns] = 129638700
std::sort Algorithm, Random Uniform Data, N = 3000, T[ns] = 1068700
std::sort Algorithm, Ascending Data, N = 3000, T[ns] = 548500
std::sort Algorithm, Descending Data, N = 3000, T[ns] = 548600
std::sort Algorithm, Constant Data, N = 3000, T[ns] = 781400
SelectionSort Algorithm, Random Uniform Data, N = 3000, T[ns] = 44476600
SelectionSort Algorithm, Ascending Data, N = 3000, T[ns] = 40659300
SelectionSort Algorithm, Descending Data, N = 3000, T[ns] = 42295400
SelectionSort Algorithm, Constant Data, N = 3000, T[ns] = 39440200
InsertionSort Algorithm, Random Uniform Data, N = 3000, T[ns] = 45205300
InsertionSort Algorithm, Ascending Data, N = 3000, T[ns] = 45300
InsertionSort Algorithm, Descending Data, N = 3000, T[ns] = 93330200
InsertionSort Algorithm, Constant Data, N = 3000, T[ns] = 73500
QuickSort Algorithm (Rightmost element as Pivot), Random Uniform Data, N = 3000, T[ns] = 6096600
QuickSort Algorithm (Rightmost element as Pivot), Ascending Data, N = 3000, T[ns] = 129229400
QuickSort Algorithm (Rightmost element as Pivot), Descending Data, N = 3000, T[ns] = 104216300
QuickSort Algorithm (Rightmost element as Pivot), Constant Data, N = 3000, T[ns] = 140289100
QuickSort Algorithm (Median of three as Pivot), Random Data, N = 3000, T[ns] = 7073500
QuickSort Algorithm (Median of three as Pivot), Ascending Data, N = 3000, T[ns] = 126665700
QuickSort Algorithm (Median of three as Pivot), Descending Data, N = 3000, T[ns] = 104286700
QuickSort Algorithm (Median of three as Pivot), Constant Data, N = 3000, T[ns] = 130499400
std::sort Algorithm, Random Uniform Data, N = 3000, T[ns] = 1240900
std::sort Algorithm, Ascending Data, N = 3000, T[ns] = 773900
std::sort Algorithm, Descending Data, N = 3000, T[ns] = 658400
std::sort Algorithm, Constant Data, N = 3000, T[ns] = 688300
SelectionSort Algorithm, Random Uniform Data, N = 3000, T[ns] = 116326700
SelectionSort Algorithm, Ascending Data, N = 3000, T[ns] = 42591800
SelectionSort Algorithm, Descending Data, N = 3000, T[ns] = 48863300
SelectionSort Algorithm, Constant Data, N = 3000, T[ns] = 41416600
InsertionSort Algorithm, Random Uniform Data, N = 3000, T[ns] = 47271700
InsertionSort Algorithm, Ascending Data, N = 3000, T[ns] = 46800
InsertionSort Algorithm, Descending Data, N = 3000, T[ns] = 90558200
InsertionSort Algorithm, Constant Data, N = 3000, T[ns] = 31900
QuickSort Algorithm (Rightmost element as Pivot), Random Uniform Data, N = 3000, T[ns] = 4001000
QuickSort Algorithm (Rightmost element as Pivot), Ascending Data, N = 3000, T[ns] = 131481900
QuickSort Algorithm (Rightmost element as Pivot), Descending Data, N = 3000, T[ns] = 104449300
QuickSort Algorithm (Rightmost element as Pivot), Constant Data, N = 3000, T[ns] = 128537900
QuickSort Algorithm (Median of three as Pivot), Random Data, N = 3000, T[ns] = 6044600
QuickSort Algorithm (Median of three as Pivot), Ascending Data, N = 3000, T[ns] = 126207600
QuickSort Algorithm (Median of three as Pivot), Descending Data, N = 3000, T[ns] = 101462400
QuickSort Algorithm (Median of three as Pivot), Constant Data, N = 3000, T[ns] = 129892100
std::sort Algorithm, Random Uniform Data, N = 3000, T[ns] = 1276900
std::sort Algorithm, Ascending Data, N = 3000, T[ns] = 794200
std::sort Algorithm, Descending Data, N = 3000, T[ns] = 598200
std::sort Algorithm, Constant Data, N = 3000, T[ns] = 819100
SelectionSort Algorithm, Random Uniform Data, N = 3000, T[ns] = 42155700
SelectionSort Algorithm, Ascending Data, N = 3000, T[ns] = 39297100
SelectionSort Algorithm, Descending Data, N = 3000, T[ns] = 41439800
SelectionSort Algorithm, Constant Data, N = 3000, T[ns] = 42508700
InsertionSort Algorithm, Random Uniform Data, N = 3000, T[ns] = 48818800
InsertionSort Algorithm, Ascending Data, N = 3000, T[ns] = 45800
InsertionSort Algorithm, Descending Data, N = 3000, T[ns] = 89655000
InsertionSort Algorithm, Constant Data, N = 3000, T[ns] = 63200
QuickSort Algorithm (Rightmost element as Pivot), Random Uniform Data, N = 3000, T[ns] = 4009400
QuickSort Algorithm (Rightmost element as Pivot), Ascending Data, N = 3000, T[ns] = 131669700
QuickSort Algorithm (Rightmost element as Pivot), Descending Data, N = 3000, T[ns] = 98246500
QuickSort Algorithm (Rightmost element as Pivot), Constant Data, N = 3000, T[ns] = 128313700
QuickSort Algorithm (Median of three as Pivot), Random Data, N = 3000, T[ns] = 4957600
QuickSort Algorithm (Median of three as Pivot), Ascending Data, N = 3000, T[ns] = 131400900
QuickSort Algorithm (Median of three as Pivot), Descending Data, N = 3000, T[ns] = 102682300
QuickSort Algorithm (Median of three as Pivot), Constant Data, N = 3000, T[ns] = 128818700
std::sort Algorithm, Random Uniform Data, N = 3000, T[ns] = 1206700
std::sort Algorithm, Ascending Data, N = 3000, T[ns] = 707400
std::sort Algorithm, Descending Data, N = 3000, T[ns] = 553500
std::sort Algorithm, Constant Data, N = 3000, T[ns] = 882400
SelectionSort Algorithm, Random Uniform Data, N = 3500, T[ns] = 70061400
SelectionSort Algorithm, Ascending Data, N = 3500, T[ns] = 53329800
SelectionSort Algorithm, Descending Data, N = 3500, T[ns] = 57015200
SelectionSort Algorithm, Constant Data, N = 3500, T[ns] = 145520300
InsertionSort Algorithm, Random Uniform Data, N = 3500, T[ns] = 60897400
InsertionSort Algorithm, Ascending Data, N = 3500, T[ns] = 135900
InsertionSort Algorithm, Descending Data, N = 3500, T[ns] = 120118200
InsertionSort Algorithm, Constant Data, N = 3500, T[ns] = 99300
QuickSort Algorithm (Rightmost element as Pivot), Random Uniform Data, N = 3500, T[ns] = 8133700
QuickSort Algorithm (Rightmost element as Pivot), Ascending Data, N = 3500, T[ns] = 170567900
QuickSort Algorithm (Rightmost element as Pivot), Descending Data, N = 3500, T[ns] = 133530400
QuickSort Algorithm (Rightmost element as Pivot), Constant Data, N = 3500, T[ns] = 174872400
QuickSort Algorithm (Median of three as Pivot), Random Data, N = 3500, T[ns] = 12230600
QuickSort Algorithm (Median of three as Pivot), Ascending Data, N = 3500, T[ns] = 174536700
